assists_x,clean_sheets_x,expected_goal_involvements,expected_goals_conceded,goals_conceded_x,goals_scored_x,minutes,round,selected,starts,threat,total_points,value,id,element_type,first_name,second_name,team,average_total_points,minutes_played,total_starts,avg_selected,goals_scored_y,assists_y,total_xgc,goals_conceded_y,clean_sheets_y,total_xgi,avg_threat
0,1,0.01,1.16,0,0,64,11,65953,1,2.0,3,53,324,MID,Curtis,Jones,12,5.0,363,4,23933,1,2,,,,1.22,16.0
0,0,0.05,1.38,2,0,75,11,16561,1,0.0,-1,51,205,MID,Daichi,Kamada,7,0.8,317,4,17402,0,0,,,,0.71,6.67
0,0,0.0,0.0,0,0,0,11,8110,0,0.0,0,45,500,FWD,Dane,Scarlett,18,0.0,0,0,9084,0,0,,,,0.0,0.0
0,0,0.0,0.0,0,0,0,11,2836,0,0.0,0,50,74,MID,Dango,Ouattara,3,1.2,257,3,3118,1,0,,,,1.27,11.67
0,0,0.0,0.0,0,0,0,11,178968,0,0.0,0,40,536,GK,Daniel,Bentley,20,0.0,0,0,183669,0,0,0.0,0.0,0.0,,
0,0,0.0,0.0,0,0,0,11,2545,0,0.0,0,55,562,MID,Daniel,Castelo Podence,20,0.0,0,0,2750,0,0,,,,0.0,0.0
0,0,0.0,0.0,0,0,0,11,65448,0,0.0,0,40,294,GK,Daniel,Iversen,11,0.0,0,0,67926,0,0,0.0,0.0,0.0,,
0,0,0.0,0.0,0,0,0,11,151591,0,0.0,0,45,69,FWD,Daniel,Jebbison,3,0.0,0,0,192969,0,0,,,,0.0,0.0
0,0,0.52,1.83,2,0,88,11,184697,1,38.0,1,48,211,DEF,Daniel,Muñoz,7,2.2,464,6,206676,0,1,6.84,8.0,1.0,,
0,0,0.0,0.0,0,0,0,11,1581,0,0.0,0,47,429,MID,Danilo,dos Santos de Oliveira,16,0.0,0,0,1691,0,0,,,,0.0,0.0
0,0,0.32,0.06,0,0,23,11,215652,0,38.0,1,50,523,FWD,Danny,Ings,19,1.8,57,0,240818,0,2,,,,0.51,7.67
0,0,0.0,0.0,0,0,0,11,237134,0,0.0,0,40,308,GK,Danny,Ward,11,0.0,0,0,241590,0,0,0.0,0.0,0.0,,
0,0,0.31,2.22,1,0,90,11,2220379,1,12.0,2,59,148,FWD,Danny,Welbeck,5,6.2,502,6,2102115,3,1,,,,3.23,27.83
0,0,0.14,0.63,1,0,90,11,956149,1,19.0,1,44,395,DEF,Dan,Burn,15,3.4,540,6,1028551,0,0,6.02,5.0,2.0,,
0,0,0.11,1.82,1,0,90,11,88151,1,14.0,2,40,630,DEF,Dara,O'Shea,10,1.0,512,6,82926,0,0,13.26,14.0,0.0,,
0,1,1.02,1.16,0,1,64,11,242021,1,49.0,7,71,316,FWD,Darwin,Núñez Ribeiro,12,2.8,290,3,239969,1,1,,,,1.25,14.67
0,0,0.0,0.0,0,0,0,11,7192,0,0.0,0,54,164,FWD,David Datro,Fofana,6,0.0,0,0,7770,0,0,,,,0.0,0.0
0,0,0.01,0.45,0,0,14,11,1484,0,2.0,1,49,62,MID,David,Brooks,3,0.8,44,0,1364,0,0,,,,0.37,1.0
0,0,0.0,0.0,0,0,0,11,143,0,0.0,0,45,212,MID,David,Ozoh,7,0.0,0,0,153,0,0,,,,0.0,0.0
0,0,0.0,1.28,1,0,90,11,3095312,1,0.0,2,56,15,GK,David,Raya Martin,1,1.6,540,6,3250416,0,0,5.45,9.0,0.0,,
0,0,0.0,1.83,2,0,90,11,1141893,1,0.0,2,44,201,GK,Dean,Henderson,7,3.6,540,6,1147457,0,0,7.99,8.0,1.0,,
0,0,0.23,0.53,0,0,23,11,9279,0,12.0,1,43,580,DEF,Dean,Huijsen,3,0.4,24,0,9894,0,0,1.16,0.0,0.0,,
0,0,0.07,1.22,1,0,70,11,293833,1,2.0,2,63,16,MID,Declan,Rice,1,2.6,520,6,303741,0,1,,,,1.58,8.67
0,0,0.0,0.0,0,0,0,11,15365,0,0.0,0,50,165,FWD,Deivid Washington,de Souza Eugênio,6,0.0,0,0,15341,0,0,,,,0.0,0.0
0,0,0.34,1.74,2,0,90,11,467160,1,8.0,2,63,492,MID,Dejan,Kulusevski,18,3.6,511,6,294747,2,1,,,,2.12,24.0
0,0,0.0,0.0,0,0,0,11,538,0,0.0,0,55,143,FWD,Deniz,Undav,5,0.0,0,0,564,0,0,,,,0.0,0.0
0,0,0.04,1.74,2,0,90,11,346888,1,6.0,1,49,505,DEF,Destiny,Udogie,18,2.0,483,6,306153,0,1,7.35,8.0,0.0,,
0,0,0.06,2.02,2,0,90,11,48644,1,33.0,1,45,35,DEF,Diego Carlos,Santos Silva,2,1.8,378,3,45961,0,0,6.87,8.0,1.0,,
0,0,0.01,0.73,0,0,56,11,1218431,1,2.0,1,51,369,DEF,Diogo,Dalot Teixeira,14,2.0,506,6,1076874,0,0,10.69,7.0,1.0,,
0,0,0.0,0.0,0,0,0,11,356994,0,0.0,0,73,317,MID,Diogo,Teixeira da Silva,12,1.8,209,3,688687,1,2,,,,1.02,5.83
0,0,0.0,0.0,0,0,0,11,7546,0,0.0,0,44,504,DEF,Djed,Spence,18,0.0,45,0,8527,0,0,0.62,0.0,0.0,,
0,1,0.22,0.47,0,0,74,11,368048,1,29.0,2,58,220,FWD,Dominic,Calvert-Lewin,8,2.0,485,6,572516,0,0,,,,2.33,28.33
0,0,0.4,1.74,2,0,90,11,1853239,1,46.0,2,77,82,FWD,Dominic,Solanke-Mitchell,18,5.4,530,6,1327344,3,2,,,,3.69,35.17
0,0,0.18,0.22,0,0,25,11,170118,0,2.0,1,63,336,MID,Dominik,Szoboszlai,12,1.2,324,3,197941,0,0,,,,1.32,11.33
0,0,0.0,0.0,0,0,0,11,1061489,0,0.0,0,58,230,MID,Dwight,McNeil,8,2.4,437,5,987228,2,1,,,,1.1,14.83
0,0,0.0,0.0,0,0,0,11,962152,0,0.0,0,66,199,MID,Eberechi,Eze,7,2.0,360,4,1487628,0,1,,,,1.54,16.83
0,0,0.0,0.0,0,0,0,11,65422,0,0.0,0,59,11,FWD,Eddie,Nketiah,7,1.2,333,4,92914,0,0,,,,0.68,15.67
0,0,0.0,2.29,2,0,90,11,952789,1,0.0,1,55,347,GK,Ederson,Santana de Moraes,13,2.2,540,6,926759,0,0,9.68,8.0,1.0,,
0,0,0.0,0.0,0,0,0,11,12126,0,0.0,0,50,511,MID,Edson,Álvarez Velázquez,19,0.4,185,2,12874,0,0,,,,0.07,1.0
0,0,0.0,0.0,0,0,0,11,1988,0,0.0,0,40,261,DEF,Elkan,Baggott,10,0.0,0,0,2148,0,0,0.0,0.0,0.0,,
0,0,0.01,0.69,2,0,31,11,28589,0,0.0,1,50,423,MID,Elliot,Anderson,16,2.6,327,4,22683,0,2,,,,1.47,16.0
0,0,0.0,0.0,0,0,0,11,1047,0,0.0,0,45,487,DEF,Emerson,Leite de Souza Junior,18,0.0,0,0,1104,0,0,0.0,0.0,0.0,,
0,1,0.06,1.11,0,0,90,11,59148,1,2.0,6,44,520,DEF,Emerson,Palmieri dos Santos,19,2.0,475,6,60042,0,0,7.6,10.0,1.0,,
0,1,0.23,1.5,0,1,88,11,2739554,1,29.0,11,57,19,MID,Emile,Smith Rowe,9,4.2,438,5,2887086,1,1,,,,1.22,12.5
0,0,0.0,0.0,0,0,0,11,9165,0,0.0,0,53,31,MID,Emiliano,Buendía Stati,2,0.2,13,0,9605,0,0,,,,0.09,0.17
0,0,0.0,2.02,2,0,90,11,1405721,1,0.0,2,50,47,GK,Emiliano,Martínez Romero,2,4.2,540,6,1410105,0,0,8.25,10.0,1.0,,
0,0,0.0,0.0,0,0,0,11,14031,0,0.0,0,44,405,DEF,Emil,Krafth,15,0.0,0,0,15305,0,0,0.0,0.0,0.0,,
0,0,0.0,0.0,0,0,0,11,31365,0,0.0,0,49,430,FWD,Emmanuel,Dennis,16,0.0,0,0,32412,0,0,,,,0.0,0.0
0,0,0.0,0.05,0,0,3,11,15940,0,0.0,1,47,320,MID,Endo,Wataru,12,0.8,18,0,16240,0,0,,,,0.01,0.0
0,0,0.06,0.45,0,0,14,11,5297,0,6.0,1,54,65,FWD,Enes,Ünal,3,1.0,127,1,5005,0,0,,,,0.64,5.17
0,0,0.0,0.0,0,0,0,11,2734,0,0.0,0,45,547,MID,Enso,González,20,0.0,0,0,2886,0,0,,,,0.0,0.0
0,0,0.0,0.0,0,0,0,11,2249,0,0.0,0,49,30,MID,Enzo,Barrenechea,2,0.0,0,0,2407,0,0,,,,0.0,0.0
1,0,0.05,0.17,0,0,22,11,121291,0,0.0,4,48,168,MID,Enzo,Fernández,6,1.8,254,2,135704,0,1,,,,0.65,4.0
0,0,0.0,0.0,0,0,0,11,7529,0,0.0,0,45,428,MID,Eric,da Silva Moreira,16,0.2,1,0,7452,0,0,,,,0.0,0.0
0,0,1.38,2.29,2,1,90,11,7076341,1,87.0,5,153,351,FWD,Erling,Haaland,13,3.4,540,6,7616776,2,0,,,,5.52,59.0
0,0,0.0,0.0,0,0,0,11,9084,0,0.0,0,45,87,MID,Ethan,Brierley,4,0.0,0,0,9547,0,0,,,,0.0,0.0
0,0,0.0,0.0,0,0,0,11,35853,0,0.0,0,45,12,MID,Ethan,Nwaneri,1,0.6,48,0,33108,0,0,,,,0.22,3.33
0,0,0.13,2.61,2,0,90,11,139077,1,4.0,1,45,104,DEF,Ethan,Pinnock,4,3.4,540,6,91064,2,0,8.65,13.0,0.0,,
0,0,0.0,0.0,0,0,0,11,230820,0,0.0,0,45,648,FWD,Ethan,Wheatley,14,0.0,0,0,221421,0,0,,,,0.0,0.0
0,0,0.0,0.0,0,0,0,11,35884,0,0.0,0,55,123,FWD,Evan,Ferguson,5,1.8,87,1,33965,1,0,,,,0.08,2.83
0,0,0.0,2.02,2,0,90,11,1078896,1,2.0,1,45,44,DEF,Ezri,Konsa Ngoyo,2,0.8,371,5,1283703,0,0,6.1,9.0,0.0,,
0,0,0.03,0.63,1,0,90,11,141917,1,4.0,2,54,415,DEF,Fabian,Schär,15,2.8,540,6,116236,0,0,6.02,5.0,2.0,,
0,0,0.38,0.7,3,0,90,11,273372,1,2.0,1,51,117,MID,Facundo,Buonanotte,11,4.2,525,6,169095,2,1,,,,3.1,26.83
0,0,0.0,0.0,0,0,0,11,856,0,0.0,0,50,384,MID,Facundo,Pellistri Rebollo,14,0.0,0,0,903,0,0,,,,0.0,0.0
0,0,0.0,0.0,0,0,0,11,16491,0,0.0,0,68,636,MID,Federico,Chiesa,12,0.0,0,0,21614,0,0,,,,0.0,0.0
0,0,0.0,0.0,0,0,0,11,2631,0,0.0,0,45,653,DEF,Felipe,Rodrigues da Silva,16,0.6,38,0,1868,0,0,1.31,0.0,0.0,,
0,0,0.0,0.0,0,0,0,11,52006,0,0.0,0,45,628,DEF,Ferdi,Kadioglu,5,3.6,362,5,24968,1,0,9.3,8.0,2.0,,
0,0,0.0,0.0,0,0,0,11,21249,0,0.0,0,42,581,GK,Filip,Jørgensen,6,0.0,0,0,22143,0,0,0.0,0.0,0.0,,
0,0,0.0,0.0,0,0,0,11,107,0,0.0,0,40,46,GK,Filip,Marschall,2,0.0,0,0,110,0,0,0.0,0.0,0.0,,
0,0,0.0,0.0,0,0,0,11,5997,0,0.0,0,48,518,MID,Flynn,Downes,17,1.6,446,5,5699,0,0,,,,0.58,6.17
0,0,0.98,1.48,3,1,90,11,126777,1,25.0,8,59,617,FWD,Francisco Evanilson,de Lima Barbosa,3,6.0,429,5,74573,4,1,,,,2.29,24.67
0,0,0.0,0.0,0,0,0,11,10590,0,0.0,0,45,537,MID,Francisco Jorge,Tomás Oliveira,20,0.0,0,0,12257,0,0,,,,0.0,0.0
0,0,0.0,0.0,0,0,0,11,2884,0,0.0,0,45,644,MID,Franco,Umeh-Chibueze,7,0.0,0,0,2860,0,0,,,,0.0,0.0
0,0,0.0,0.0,0,0,0,11,1669,0,0.0,0,49,102,MID,Frank,Onyeka,4,0.0,0,0,1790,0,0,,,,0.0,0.0
0,0,0.0,0.0,0,0,0,11,21672,0,0.0,0,44,488,GK,Fraser,Forster,18,0.0,0,0,21988,0,0,0.0,0.0,0.0,,
0,0,0.0,0.0,0,0,0,11,78032,0,0.0,0,45,276,FWD,Freddie,Ladapo,10,0.0,0,0,95929,0,0,,,,0.0,0.0
0,0,0.0,0.0,0,0,0,11,1215,0,0.0,0,54,1,MID,Fábio,Ferreira Vieira,1,0.0,0,0,1274,0,0,,,,0.0,0.0
0,0,0.0,0.44,0,0,1,11,120793,0,0.0,0,48,314,MID,Fábio,Freitas Gouveia Carvalho,4,1.8,140,1,133377,1,1,,,,1.48,12.17
0,0,0.0,0.0,0,0,0,11,11839,0,0.0,0,50,545,FWD,Fábio,Silva,20,0.0,0,0,13249,0,0,,,,0.0,0.0
0,0,0.23,1.28,1,0,90,11,2339528,1,4.0,2,62,3,DEF,Gabriel,dos Santos Magalhães,1,1.6,503,6,2636245,0,0,4.99,8.0,0.0,,
0,0,0.0,0.04,0,0,9,11,97572,0,0.0,1,68,2,FWD,Gabriel,Fernando de Jesus,1,0.8,103,1,99001,0,0,,,,0.74,10.67
0,0,0.48,1.22,1,1,70,11,359318,1,52.0,8,69,9,MID,Gabriel,Martinelli Silva,1,3.8,343,4,395972,3,1,,,,2.81,32.5
0,0,0.0,0.0,0,0,0,11,4992,0,0.0,0,45,406,MID,Garang,Kuol,15,0.0,0,0,5031,0,0,,,,0.0,0.0
0,0,0.0,0.0,0,0,0,11,12089,0,0.0,0,43,454,GK,Gavin,Bazunu,17,0.0,0,0,13132,0,0,0.0,0.0,0.0,,
0,0,0.0,0.0,0,0,0,11,3507,0,0.0,0,45,519,MID,George,Earthy,19,0.0,0,0,3926,0,0,,,,0.0,0.0
0,0,0.0,0.0,0,0,0,11,8687,0,0.0,0,40,269,DEF,George,Edmundson,10,0.0,0,0,9751,0,0,0.0,0.0,0.0,,
0,0,0.02,0.54,0,0,20,11,5534,0,4.0,1,54,272,FWD,George,Hirst,10,2.8,126,1,3813,1,1,,,,0.36,4.5
0,0,0.18,2.03,1,0,65,11,159876,1,4.0,2,56,618,MID,Georginio,Rutter,5,5.2,448,6,79934,2,3,,,,1.88,18.17
0,0,0.0,0.0,0,0,0,11,3432,0,0.0,0,49,493,MID,Giovani,Lo Celso,18,0.0,0,0,3719,0,0,,,,0.0,0.0
0,0,0.0,0.17,0,0,17,11,7738,0,0.0,1,53,548,MID,Gonçalo Manuel,Ganchinho Guedes,20,1.4,78,0,7134,0,1,,,,0.24,2.17
0,0,0.0,1.74,2,0,90,11,414008,1,0.0,1,50,508,GK,Guglielmo,Vicario,18,1.8,540,6,388788,0,0,7.99,8.0,1.0,,
0,1,0.03,1.05,0,0,66,11,8242,1,7.0,3,49,588,MID,Guido,Rodríguez,19,1.8,429,6,8250,0,0,,,,0.09,1.33
0,0,0.0,0.0,0,0,0,11,281,0,0.0,0,49,634,MID,Gustavo,Nunes Fernandes Gomes,4,0.0,0,0,290,0,0,,,,0.0,0.0
0,0,0.0,0.0,0,0,0,11,7045,0,0.0,0,45,67,MID,Hamed,Traorè,3,0.0,0,0,8061,0,0,,,,0.0,0.0
0,0,0.0,0.0,0,0,0,11,40798,0,0.0,0,44,287,MID,Hamza,Choudhury,11,0.0,0,0,50577,0,0,,,,0.0,0.0
0,0,0.0,0.0,0,0,0,11,4610,0,0.0,0,45,373,MID,Hannibal,Mejbri,14,0.0,0,0,5213,0,0,,,,0.0,0.0
0,0,0.0,0.0,0,0,0,11,22736,0,0.0,0,45,603,MID,Harrison,Armstrong,8,0.0,0,0,23832,0,0,,,,0.0,0.0
0,0,0.0,0.02,0,0,1,11,3875,0,0.0,1,48,254,MID,Harrison,Reed,9,0.4,19,0,3984,0,0,,,,0.01,0.5
0,0,0.0,0.0,0,0,0,11,1049,0,0.0,0,40,670,DEF,Harry,Amass,14,0.0,0,0,535,0,0,0.0,0.0,0.0,,
0,0,0.0,0.0,0,0,0,11,4191,0,0.0,0,40,266,DEF,Harry,Clarke,10,-0.8,95,1,3393,0,0,3.82,4.0,0.0,,
0,0,0.0,0.0,0,0,0,11,46529,0,0.0,0,49,377,DEF,Harry,Maguire,14,0.0,45,1,54126,0,0,0.15,0.0,0.0,,
0,0,0.0,0.0,0,0,0,11,1078,0,0.0,0,40,303,DEF,Harry,Souttar,11,0.0,0,0,1155,0,0,0.0,0.0,0.0,,
0,0,0.0,0.0,0,0,0,11,6140,0,0.0,0,43,444,DEF,Harry,Toffolo,16,0.0,0,0,6296,0,0,0.0,0.0,0.0,,
0,0,0.45,0.04,0,1,8,11,22039,0,21.0,6,52,259,MID,Harry,Wilson,9,4.2,37,0,13662,3,0,,,,0.78,10.0
0,0,0.08,0.7,3,0,90,11,1355527,1,7.0,2,45,309,MID,Harry,Winks,11,2.2,405,4,1411182,0,2,,,,0.89,3.33
0,0,0.27,0.04,0,1,10,11,277300,0,21.0,7,63,392,MID,Harvey,Barnes,15,2.8,244,3,375637,1,0,,,,1.39,12.83
0,0,0.0,0.0,0,0,0,11,510,0,0.0,0,40,669,GK,Harvey,Davies,12,0.0,0,0,272,0,0,0.0,0.0,0.0,,
0,0,0.0,0.0,0,0,0,11,24187,0,0.0,0,52,319,MID,Harvey,Elliott,12,0.0,0,0,27078,0,0,,,,0.0,0.0
0,0,0.0,0.0,0,0,0,11,805,0,0.0,0,45,549,DEF,Hugo,Bueno López,20,0.0,0,0,870,0,0,0.0,0.0,0.0,,
0,0,0.0,0.0,0,0,0,11,27250,0,0.0,0,61,550,MID,Hwang,Hee-chan,20,0.2,55,0,34170,0,0,,,,0.01,0.33
0,0,0.0,0.0,0,0,0,11,164813,0,0.0,0,45,446,FWD,Hwang,Ui-jo,16,0.0,0,0,199964,0,0,,,,0.0,0.0
0,0,0.0,0.0,0,0,0,11,340398,0,0.0,0,40,109,GK,Hákon,Valdimarsson,4,0.0,0,0,355098,0,0,0.0,0.0,0.0,,
0,0,0.02,0.67,1,0,16,11,175981,0,2.0,1,47,45,DEF,Ian,Maatsen,2,0.6,46,0,197793,0,0,0.96,2.0,0.0,,
0,1,0.12,1.38,0,0,90,11,1474174,1,4.0,6,53,326,DEF,Ibrahima,Konaté,12,3.0,495,6,1290519,1,0,5.44,5.0,2.0,,
0,0,0.0,0.0,0,0,0,11,415,0,0.0,0,50,127,MID,Ibrahim,Osman,5,0.0,0,0,435,0,0,,,,0.0,0.0
0,0,0.0,0.0,0,0,0,11,107512,0,0.0,0,44,442,MID,Ibrahim,Sangaré,16,0.0,0,0,128226,0,0,,,,0.0,0.0
0,1,0.32,0.83,0,0,90,11,6346,1,9.0,2,49,222,MID,Idrissa,Gueye,8,2.0,400,4,5721,0,0,,,,1.0,4.17
0,0,0.0,2.22,1,0,90,11,10562,1,0.0,1,44,128,DEF,Igor Julio,dos Santos de Paulo,5,1.6,474,4,10340,0,0,8.83,7.0,1.0,,
0,0,0.0,0.0,0,0,0,11,1964,0,0.0,0,59,107,FWD,Igor Thiago,Nascimento Rodrigues,4,0.0,0,0,1955,0,0,,,,0.0,0.0
0,1,0.1,0.83,0,0,90,11,120544,1,25.0,2,54,232,FWD,Iliman,Ndiaye,8,3.4,501,6,117885,1,0,,,,0.7,15.0
0,1,0.01,1.46,0,0,71,11,65989,1,6.0,3,65,625,MID,Ilkay,Gündogan,13,2.6,402,5,66352,0,1,,,,1.69,12.33
0,0,0.01,1.48,3,0,90,11,38396,1,0.0,0,44,85,DEF,Illia,Zabarnyi,3,2.4,540,6,38848,0,0,6.92,7.0,1.0,,
0,0,0.0,0.0,0,0,0,11,3190,0,0.0,0,40,663,DEF,Imari,Samuels,5,0.0,0,0,2098,0,0,0.0,0.0,0.0,,
0,0,0.0,0.0,0,0,0,11,8426,0,0.0,0,45,400,MID,Isaac,Hayden,15,0.0,0,0,8698,0,0,,,,0.0,0.0
0,0,0.38,1.83,2,0,87,11,24178,1,0.0,2,57,585,MID,Ismaïla,Sarr,7,1.8,376,4,20670,0,0,,,,1.17,21.17
0,0,0.0,0.0,0,0,0,11,1323,0,0.0,0,45,659,MID,Ismeal,Kabia,1,0.0,0,0,1086,0,0,,,,0.0,0.0
0,0,0.0,0.0,0,0,0,11,24942,0,0.0,0,44,245,DEF,Issa,Diop,9,0.0,114,1,25892,0,0,0.98,2.0,0.0,,
0,0,0.0,0.0,0,0,0,11,596,0,0.0,0,45,626,DEF,Issa,Kaboré,13,0.0,0,0,632,0,0,0.0,0.0,0.0,,
0,0,0.0,0.0,0,0,0,11,140044,0,0.0,0,73,108,FWD,Ivan,Toney,4,0.0,0,0,147610,0,0,,,,0.0,0.0
0,0,0.03,0.54,0,0,19,11,4223,0,2.0,1,55,631,MID,Jack,Clarke,10,1.2,284,3,4171,0,1,,,,0.6,5.83
0,0,0.0,0.0,0,0,0,11,591,0,0.0,0,45,667,MID,Jack,Fletcher,14,0.0,0,0,339,0,0,,,,0.0,0.0
0,0,0.0,0.0,0,0,0,11,22265,0,0.0,0,64,349,MID,Jack,Grealish,13,0.6,158,2,29423,0,1,,,,0.61,8.67
0,0,0.0,0.35,0,0,4,11,16459,0,0.0,1,53,224,MID,Jack,Harrison,8,2.0,301,3,14568,0,1,,,,0.75,5.5
0,0,0.35,1.95,1,0,56,11,12929,1,17.0,1,50,126,MID,Jack,Hinshelwood,5,1.4,413,5,15612,0,0,,,,0.5,4.67
0,0,0.05,1.23,2,0,59,11,71674,1,0.0,0,40,472,DEF,Jack,Stephens,17,1.6,227,3,68186,0,0,4.69,3.0,1.0,,
